IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,candidate_0_gps,candidate_1_gps,candidate_2_gps,candidate_3_gps,candidate_4_gps,candidate_5_gps,candidate_6_gps,candidate_7_gps,candidate_8_gps,candidate_9_gps,candidate_10_gps,candidate_11_gps,candidate_12_gps,candidate_13_gps,candidate_14_gps,candidate_15_gps,candidate_16_gps,candidate_17_gps,candidate_18_gps,candidate_19_gps,reverse_0_gps,reverse_1_gps,reverse_2_gps,reverse_3_gps,reverse_4_gps,reverse_5_gps,reverse_6_gps,reverse_7_gps,reverse_8_gps,reverse_9_gps,reverse_10_gps,reverse_11_gps,reverse_12_gps,reverse_13_gps,reverse_14_gps,reverse_15_gps,reverse_16_gps,reverse_17_gps,reverse_18_gps,reverse_19_gps
107723582_6c02eba98c_44_17351226@N00.jpg,17351226@N00,59.929043,30.313854,0,0,198,0.9936725306275846,0.0002652123892783,0.0060622767693256,"[47.742368, -122.349489]","[43.323054, -79.796619]","[43.651618, -79.387518]","[38.548786, -90.41572]","[47.903983, 20.378694]","[51.987232, -0.186038]","[54.249531, 18.672809]","[35.881505, -78.699145]","[50.793167, 0.263833]","[37.07057, -117.279567]","[47.909549, 19.046789]","[55.874359, -4.23583]","[39.955938, 116.342811]","[42.831572, -70.925631]","[31.208551, 121.443243]","[52.375839, 4.888409]","[35.151354, -120.653228]","[41.771703, 12.221367]","[19.499661, -99.23654]","[-34.585625, -58.392661]","[47.742368, -122.349489]","[43.323054, -79.796619]","[43.651618, -79.387518]","[38.548786, -90.41572]","[47.903983, 20.378694]","[51.987232, -0.186038]","[54.249531, 18.672809]","[35.881505, -78.699145]","[50.793167, 0.263833]","[37.07057, -117.279567]","[47.909549, 19.046789]","[55.874359, -4.23583]","[39.955938, 116.342811]","[42.831572, -70.925631]","[31.208551, 121.443243]","[52.375839, 4.888409]","[35.151354, -120.653228]","[41.771703, 12.221367]","[19.499661, -99.23654]","[-34.585625, -58.392661]"
107723692_6abd246261_52_17351226@N00.jpg,17351226@N00,59.929043,30.313854,0,3,98,0.874363671568716,0.0303865917005907,0.0952497244513068,"[50.77462, -1.539094]","[33.757298, -118.316971]","[52.412936, -4.085932]","[53.065976, -0.358428]","[40.658833, 109.845166]","[36.08775, 136.226005]","[45.00458, 7.627322]","[49.078223, -121.757826]","[39.330131, 16.24323]","[37.758212, -122.424559]","[41.016992, 28.97129]","[44.355278, 10.535888]","[40.749764, -73.985152]","[16.832647, -93.089743]","[40.748037, 14.501609]","[-37.749334, 145.017666]","[27.174964, 78.043359]","[43.744204, -79.406819]","[51.594476, -0.130965]","[51.506391, -0.16709]","[50.77462, -1.539094]","[33.757298, -118.316971]","[52.412936, -4.085932]","[53.065976, -0.358428]","[40.658833, 109.845166]","[36.08775, 136.226005]","[45.00458, 7.627322]","[49.078223, -121.757826]","[39.330131, 16.24323]","[37.758212, -122.424559]","[41.016992, 28.97129]","[44.355278, 10.535888]","[40.749764, -73.985152]","[16.832647, -93.089743]","[40.748037, 14.501609]","[-37.749334, 145.017666]","[27.174964, 78.043359]","[43.744204, -79.406819]","[51.594476, -0.130965]","[51.506391, -0.16709]"
107723908_e96144f997_56_17351226@N00.jpg,17351226@N00,59.929043,30.313854,1,7,306,0.0005610755096228,0.6396603551938966,0.3597785519842489,"[29.780032, -95.376434]","[60.235859, 24.995366]","[-22.988876, -43.192877]","[52.515071, -0.661239]","[55.20552, -6.239719]","[10.427715, -75.529632]","[19.556413, -155.962042]","[48.776894, 9.178991]","[47.6485, -122.3545]","[34.131624, -118.450073]","[43.547257, 10.312074]","[46.346394, 4.256129]","[46.010927, 8.957998]","[37.371177, -121.923469]","[23.150659, 113.251833]","[51.06401, 13.766469]","[48.892134, 2.245223]","[40.419205, -3.694002]","[51.502478, -0.177197]","[-2.659109, 37.231291]","[29.780032, -95.376434]","[60.235859, 24.995366]","[-22.988876, -43.192877]","[52.515071, -0.661239]","[55.20552, -6.239719]","[10.427715, -75.529632]","[19.556413, -155.962042]","[48.776894, 9.178991]","[47.6485, -122.3545]","[34.131624, -118.450073]","[43.547257, 10.312074]","[46.346394, 4.256129]","[46.010927, 8.957998]","[37.371177, -121.923469]","[23.150659, 113.251833]","[51.06401, 13.766469]","[48.892134, 2.245223]","[40.419205, -3.694002]","[51.502478, -0.177197]","[-2.659109, 37.231291]"
1077244783_6b676179aa_1032_93455345@N00.jpg,93455345@N00,51.733832,39.25415,2,10,175,0.0005718614375922,0.4529122812524093,0.5465159947195986,"[28.97766, -13.829555]","[51.539769, -0.142221]","[22.282425, 114.188729]","[40.634322, 14.60245]","[42.964839, -2.171688]","[16.432462, 120.569114]","[-34.911932, -56.157407]","[42.64908, -8.965187]","[40.017544, -75.206742]","[22.836945, 103.73291]","[51.510522, -0.129743]","[42.522217, 12.509651]","[33.81233, -117.918108]","[59.94319, 30.278191]","[32.706512, -117.161765]","[10.714881, 106.734495]","[44.498786, 11.344092]","[45.650041, 13.764797]","[40.791, -73.974333]","[36.328895, -119.646767]","[28.97766, -13.829555]","[51.539769, -0.142221]","[22.282425, 114.188729]","[40.634322, 14.60245]","[42.964839, -2.171688]","[16.432462, 120.569114]","[-34.911932, -56.157407]","[42.64908, -8.965187]","[40.017544, -75.206742]","[22.836945, 103.73291]","[51.510522, -0.129743]","[42.522217, 12.509651]","[33.81233, -117.918108]","[59.94319, 30.278191]","[32.706512, -117.161765]","[10.714881, 106.734495]","[44.498786, 11.344092]","[45.650041, 13.764797]","[40.791, -73.974333]","[36.328895, -119.646767]"
1077872058_04a9b36974_1148_93455345@N00.jpg,93455345@N00,50.656425,27.160949,1,7,306,0.0038252619355745,0.5337648722154427,0.4624099082239539,"[41.974998, -87.657997]","[35.804205, -81.931786]","[43.624919, -84.243194]","[51.567081, 0.006233]","[53.291599, -71.516403]","[36.389091, 28.126716]","[12.9558, 77.620979]","[37.878973, -4.777872]","[-33.604513, -70.850808]","[51.984402, 9.250133]","[31.642129, 74.867534]","[21.308833, -157.862167]","[42.358107, -71.472373]","[51.522983, -0.108951]","[46.569128, 7.950153]","[36.276699, -6.08708]","[41.719776, -72.824836]","[40.207721, -75.100822]","[25.302499, 83.007953]","[43.669609, -79.302577]","[41.974998, -87.657997]","[35.804205, -81.931786]","[43.624919, -84.243194]","[51.567081, 0.006233]","[53.291599, -71.516403]","[36.389091, 28.126716]","[12.9558, 77.620979]","[37.878973, -4.777872]","[-33.604513, -70.850808]","[51.984402, 9.250133]","[31.642129, 74.867534]","[21.308833, -157.862167]","[42.358107, -71.472373]","[51.522983, -0.108951]","[46.569128, 7.950153]","[36.276699, -6.08708]","[41.719776, -72.824836]","[40.207721, -75.100822]","[25.302499, 83.007953]","[43.669609, -79.302577]"
1077955412_5c254dabba_1246_93455345@N00.jpg,93455345@N00,54.788017,55.964355,2,10,175,2.6146608670174487e-05,0.325705325604285,0.6742685097061041,"[37.806766, -122.442154]","[29.628351, -82.360092]","[18.311833, -78.334579]","[53.431353, -2.220713]","[53.08093, -4.031381]","[14.564591, 120.994502]","[43.385191, -8.39276]","[-41.348592, 174.750723]","[56.961166, -5.822667]","[41.884643, -87.665834]","[51.385923, -2.36721]","[34.164445, -118.377878]","[16.432462, 120.569114]","[17.717947, 83.323059]","[33.81233, -117.918108]","[35.69979, 139.430953]","[47.751708, 7.343649]","[33.095388, -116.99609]","[39.709018, -120.678334]","[51.221167, 4.399833]","[37.806766, -122.442154]","[29.628351, -82.360092]","[18.311833, -78.334579]","[53.431353, -2.220713]","[53.08093, -4.031381]","[14.564591, 120.994502]","[43.385191, -8.39276]","[-41.348592, 174.750723]","[56.961166, -5.822667]","[41.884643, -87.665834]","[51.385923, -2.36721]","[34.164445, -118.377878]","[16.432462, 120.569114]","[17.717947, 83.323059]","[33.81233, -117.918108]","[35.69979, 139.430953]","[47.751708, 7.343649]","[33.095388, -116.99609]","[39.709018, -120.678334]","[51.221167, 4.399833]"
1079732334_0baae72c4f_1271_25159586@N00.jpg,25159586@N00,34.902638,132.0891,0,4,6,0.9719607265198368,6.459387720525456e-05,0.0279746832320899,"[41.308152, -72.928157]","[-20.208078, 148.870239]","[35.274128, -120.890879]","[48.857487, 2.384456]","[48.416555, -122.663211]","[29.706757, -98.126245]","[58.457073, 22.828216]","[47.071, 8.363999]","[39.934486, 116.390533]","[49.246293, 6.139061]","[24.99661, 121.32579]","[66.495261, 25.751266]","[53.90454, 27.537918]","[51.508335, -0.110753]","[60.822305, -148.983414]","[28.585337, -81.47031]","[39.288558, -76.615047]","[48.869476, 2.353339]","[51.557095, -0.13846]","[55.204333, -129.070667]","[41.308152, -72.928157]","[-20.208078, 148.870239]","[35.274128, -120.890879]","[48.857487, 2.384456]","[48.416555, -122.663211]","[29.706757, -98.126245]","[58.457073, 22.828216]","[47.071, 8.363999]","[39.934486, 116.390533]","[49.246293, 6.139061]","[24.99661, 121.32579]","[66.495261, 25.751266]","[53.90454, 27.537918]","[51.508335, -0.110753]","[60.822305, -148.983414]","[28.585337, -81.47031]","[39.288558, -76.615047]","[48.869476, 2.353339]","[51.557095, -0.13846]","[55.204333, -129.070667]"
108325116_1b1cd483cc_42_17351226@N00.jpg,17351226@N00,60.389391,5.330429,1,6,205,0.0008105134182301,0.96821024056851,0.030979312887581,"[25.797157, -80.189723]","[46.506944, 6.626531]","[37.821011, -122.286936]","[51.381015, -2.360644]","[38.626833, -90.189]","[38.325859, -75.087261]","[42.847175, 13.580613]","[41.965553, -71.44731]","[18.466583, -66.11761]","[39.47357, -0.366239]","[40.746907, -73.994979]","[32.454155, -92.065429]","[22.271012, 114.149987]","[44.782666, 8.8355]","[53.226372, -2.88425]","[40.742184, -73.989486]","[-33.464671, -70.610804]","[20.644336, -105.234899]","[40.714269, -74.005972]","[52.376804, 4.890117]","[25.797157, -80.189723]","[46.506944, 6.626531]","[37.821011, -122.286936]","[51.381015, -2.360644]","[38.626833, -90.189]","[38.325859, -75.087261]","[42.847175, 13.580613]","[41.965553, -71.44731]","[18.466583, -66.11761]","[39.47357, -0.366239]","[40.746907, -73.994979]","[32.454155, -92.065429]","[22.271012, 114.149987]","[44.782666, 8.8355]","[53.226372, -2.88425]","[40.742184, -73.989486]","[-33.464671, -70.610804]","[20.644336, -105.234899]","[40.714269, -74.005972]","[52.376804, 4.890117]"
108328982_9befccdd12_52_17351226@N00.jpg,17351226@N00,60.389391,5.330429,1,6,163,0.0001272510139056,0.9829815167158956,0.0168913390246849,"[52.029208, -5.078086]","[52.125758, 6.285445]","[39.557927, -107.34046]","[12.877868, 77.632055]","[32.704794, -117.157662]","[22.299737, 114.18168]","[40.726154, -73.995628]","[52.516071, 13.376979]","[58.424729, -134.692382]","[51.46425, -2.592406]","[38.052214, 23.765981]","[43.307192, -2.237606]","[45.746912, 4.827345]","[-34.574429, -58.414306]","[48.018405, 7.850246]","[-33.825069, 151.241322]","[47.610676, -122.343492]","[51.124057, -114.20464]","[24.70902, 121.180143]","[43.713285, 10.389032]","[52.029208, -5.078086]","[52.125758, 6.285445]","[39.557927, -107.34046]","[12.877868, 77.632055]","[32.704794, -117.157662]","[22.299737, 114.18168]","[40.726154, -73.995628]","[52.516071, 13.376979]","[58.424729, -134.692382]","[51.46425, -2.592406]","[38.052214, 23.765981]","[43.307192, -2.237606]","[45.746912, 4.827345]","[-34.574429, -58.414306]","[48.018405, 7.850246]","[-33.825069, 151.241322]","[47.610676, -122.343492]","[51.124057, -114.20464]","[24.70902, 121.180143]","[43.713285, 10.389032]"
108344521_b7f5d1ba86_37_17351226@N00.jpg,17351226@N00,64.139968,-21.918754,1,6,350,0.0172363563309829,0.8975590562672551,0.0852046698293023,"[45.271232, -66.06285]","[-32.814048, -70.044236]","[50.822204, -0.133209]","[8.705929, -83.217487]","[37.962682, 23.691061]","[35.668314, 139.759998]","[43.383054, 5.359761]","[51.517469, -0.12622]","[-23.956763, -46.339645]","[45.873696, 14.133052]","[56.947666, 24.1055]","[52.371813, 4.914686]","[41.400325, -81.766634]","[45.844107, 3.065185]","[51.489887, -0.128359]","[51.732929, 19.598354]","[36.31463, -78.5968]","[42.724386, -84.493066]","[38.274743, -0.692503]","[33.981628, -117.373878]","[45.271232, -66.06285]","[-32.814048, -70.044236]","[50.822204, -0.133209]","[8.705929, -83.217487]","[37.962682, 23.691061]","[35.668314, 139.759998]","[43.383054, 5.359761]","[51.517469, -0.12622]","[-23.956763, -46.339645]","[45.873696, 14.133052]","[56.947666, 24.1055]","[52.371813, 4.914686]","[41.400325, -81.766634]","[45.844107, 3.065185]","[51.489887, -0.128359]","[51.732929, 19.598354]","[36.31463, -78.5968]","[42.724386, -84.493066]","[38.274743, -0.692503]","[33.981628, -117.373878]"
1085645221_dad5caca79_1379_33463080@N00.jpg,33463080@N00,13.732881,100.503273,0,1,217,0.9610089982698184,0.001152393778959,0.0378385097864537,"[52.939844, -2.65397]","[56.691546, 12.870569]","[30.301666, -97.700334]","[52.631604, 1.300077]","[-33.815, 151.001666]","[-23.545245, -46.639012]","[37.487376, 127.031345]","[13.697277, -89.243831]","[52.085631, 4.882982]","[35.246236, -96.688528]","[-40.94023, 175.729236]","[42.3193, -71.2072]","[45.024038, -0.671024]","[33.663453, -112.356295]","[45.5537, -122.6729]","[19.339324, -99.185267]","[52.519041, 13.394994]","[9.964961, 76.244258]","[46.284138, -0.095242]","[34.8675, 33.305202]","[52.939844, -2.65397]","[56.691546, 12.870569]","[30.301666, -97.700334]","[52.631604, 1.300077]","[-33.815, 151.001666]","[-23.545245, -46.639012]","[37.487376, 127.031345]","[13.697277, -89.243831]","[52.085631, 4.882982]","[35.246236, -96.688528]","[-40.94023, 175.729236]","[42.3193, -71.2072]","[45.024038, -0.671024]","[33.663453, -112.356295]","[45.5537, -122.6729]","[19.339324, -99.185267]","[52.519041, 13.394994]","[9.964961, 76.244258]","[46.284138, -0.095242]","[34.8675, 33.305202]"
1085889653_66207e5068_1416_33463080@N00.jpg,33463080@N00,14.021187,99.527893,2,12,273,0.0006892914728489,0.1785568400590023,0.8207538815975539,"[37.795686, -122.391359]","[20.167719, 99.625654]","[-39.582804, -71.466407]","[44.527333, -89.571503]","[25.280712, 55.320281]","[45.658207, 25.621662]","[41.821666, -71.412167]","[38.713576, -9.133157]","[29.945591, -90.066046]","[34.49018, 136.840964]","[37.625, -77.594833]","[49.300666, -123.131334]","[55.607038, 37.604591]","[50.821187, -0.127876]","[47.364758, 7.953322]","[42.655298, 11.023063]","[40.685424, -73.943046]","[10.636833, -61.335498]","[10.423241, -75.551261]","[40.805493, 14.347715]","[37.795686, -122.391359]","[20.167719, 99.625654]","[-39.582804, -71.466407]","[44.527333, -89.571503]","[25.280712, 55.320281]","[45.658207, 25.621662]","[41.821666, -71.412167]","[38.713576, -9.133157]","[29.945591, -90.066046]","[34.49018, 136.840964]","[37.625, -77.594833]","[49.300666, -123.131334]","[55.607038, 37.604591]","[50.821187, -0.127876]","[47.364758, 7.953322]","[42.655298, 11.023063]","[40.685424, -73.943046]","[10.636833, -61.335498]","[10.423241, -75.551261]","[40.805493, 14.347715]"
1086201488_cd08f71bb8_1056_33463080@N00.jpg,33463080@N00,13.732881,100.503273,2,14,201,0.1887761171217024,0.0293392950452044,0.7818845512651027,"[39.145555, -77.209403]","[53.478667, -2.233333]","[46.142912, 7.111201]","[51.474356, -2.577803]","[78.650123, 16.362419]","[52.39163, 4.890632]","[41.548549, 2.112567]","[29.741156, -95.456374]","[39.308401, -81.896381]","[55.283356, -7.489203]","[47.624677, -122.322463]","[-34.336632, 18.825073]","[36.69345, -118.199581]","[13.386822, 144.651446]","[18.552126, 73.892184]","[25.036888, 121.523766]","[45.436646, 12.348375]","[55.609357, -1.710856]","[27.717421, 85.288581]","[43.018234, -74.959144]","[39.145555, -77.209403]","[53.478667, -2.233333]","[46.142912, 7.111201]","[51.474356, -2.577803]","[78.650123, 16.362419]","[52.39163, 4.890632]","[41.548549, 2.112567]","[29.741156, -95.456374]","[39.308401, -81.896381]","[55.283356, -7.489203]","[47.624677, -122.322463]","[-34.336632, 18.825073]","[36.69345, -118.199581]","[13.386822, 144.651446]","[18.552126, 73.892184]","[25.036888, 121.523766]","[45.436646, 12.348375]","[55.609357, -1.710856]","[27.717421, 85.288581]","[43.018234, -74.959144]"
1086319092_34f919b886_1232_33463080@N00.jpg,33463080@N00,13.732881,100.503273,2,11,154,0.1067246551796797,0.0196811336788229,0.8735944114954244,"[39.770889, -94.77321]","[14.42271, 101.43814]","[37.783857, -122.406359]","[42.200321, 2.697669]","[45.513282, -73.532513]","[41.014191, 28.975077]","[5.387852, 100.273037]","[45.539508, -122.243356]","[-34.595663, -58.380403]","[35.542942, 139.517124]","[40.574261, -75.557742]","[34.115383, -80.886345]","[24.582095, 54.816284]","[51.025228, 3.676772]","[26.496078, 74.554853]","[38.122133, 13.348388]","[50.842517, 4.358554]","[44.479881, 8.490135]","[55.41387, -1.701185]","[47.378591, 8.537921]","[39.770889, -94.77321]","[14.42271, 101.43814]","[37.783857, -122.406359]","[42.200321, 2.697669]","[45.513282, -73.532513]","[41.014191, 28.975077]","[5.387852, 100.273037]","[45.539508, -122.243356]","[-34.595663, -58.380403]","[35.542942, 139.517124]","[40.574261, -75.557742]","[34.115383, -80.886345]","[24.582095, 54.816284]","[51.025228, 3.676772]","[26.496078, 74.554853]","[38.122133, 13.348388]","[50.842517, 4.358554]","[44.479881, 8.490135]","[55.41387, -1.701185]","[47.378591, 8.537921]"
1088267191_8f3a46f0c1_1142_15376845@N00.jpg,15376845@N00,41.17567,-73.101063,1,8,287,0.0071181860434421,0.7725579609414126,0.2203238319253841,"[33.520325, -86.774428]","[47.662957, -122.125595]","[40.850903, -91.206318]","[41.05243, 28.995666]","[52.093534, 0.126857]","[34.169061, 77.583904]","[36.552396, -81.531987]","[37.647199, 21.317424]","[43.4695, 5.022666]","[24.966028, 121.267347]","[38.711653, -9.13028]","[40.775991, -73.972084]","[-34.353923, -71.286306]","[37.402938, -5.995734]","[36.505783, -4.725464]","[42.354163, -71.06679]","[-33.863894, 151.216034]","[39.966595, 116.400146]","[45.897903, -66.588104]","[38.979128, 1.308295]","[33.520325, -86.774428]","[47.662957, -122.125595]","[40.850903, -91.206318]","[41.05243, 28.995666]","[52.093534, 0.126857]","[34.169061, 77.583904]","[36.552396, -81.531987]","[37.647199, 21.317424]","[43.4695, 5.022666]","[24.966028, 121.267347]","[38.711653, -9.13028]","[40.775991, -73.972084]","[-34.353923, -71.286306]","[37.402938, -5.995734]","[36.505783, -4.725464]","[42.354163, -71.06679]","[-33.863894, 151.216034]","[39.966595, 116.400146]","[45.897903, -66.588104]","[38.979128, 1.308295]"
1088326301_bba2b5385d_1408_15376845@N00.jpg,15376845@N00,41.17567,-73.101063,1,6,224,0.000663516116468,0.9818885108716132,0.0174480823675224,"[-32.792333, 149.205167]","[51.457737, -0.972161]","[51.199999, 3.223328]","[39.902, -75.176834]","[50.764693, 12.886362]","[47.662957, -122.125595]","[48.855284, 2.347426]","[37.417694, -122.025135]","[48.858319, 2.293889]","[52.093534, 0.126857]","[46.866074, 0.291749]","[34.129923, -118.319565]","[50.826162, -0.139326]","[15.773752, 108.012771]","[24.966028, 121.267347]","[52.496969, 13.375167]","[4.255373, -73.536815]","[35.72056, 139.70635]","[27.973178, -80.750885]","[45.897903, -66.588104]","[-32.792333, 149.205167]","[51.457737, -0.972161]","[51.199999, 3.223328]","[39.902, -75.176834]","[50.764693, 12.886362]","[47.662957, -122.125595]","[48.855284, 2.347426]","[37.417694, -122.025135]","[48.858319, 2.293889]","[52.093534, 0.126857]","[46.866074, 0.291749]","[34.129923, -118.319565]","[50.826162, -0.139326]","[15.773752, 108.012771]","[24.966028, 121.267347]","[52.496969, 13.375167]","[4.255373, -73.536815]","[35.72056, 139.70635]","[27.973178, -80.750885]","[45.897903, -66.588104]"
109003732_1ac8be791c_40_18684820@N00.jpg,18684820@N00,13.735383,100.500183,0,0,29,0.948383003834664,0.0005212538769114,0.051095741743353,"[46.784854, 4.858338]","[42.021833, -87.938833]","[-33.854343, 151.209361]","[42.610045, -88.405179]","[51.922884, 10.428771]","[48.397065, -89.244368]","[52.5064, 13.450355]","[9.901469, -84.120855]","[41.326295, -72.007369]","[19.345827, -99.2351]","[46.773936, 6.281518]","[37.178352, -3.595317]","[37.984282, 23.743547]","[40.429766, -3.727952]","[42.274641, -71.280369]","[56.412287, -5.474967]","[45.43231, -122.797107]","[40.407744, -3.88298]","[59.949143, 30.318403]","[41.758107, 12.297327]","[46.784854, 4.858338]","[42.021833, -87.938833]","[-33.854343, 151.209361]","[42.610045, -88.405179]","[51.922884, 10.428771]","[48.397065, -89.244368]","[52.5064, 13.450355]","[9.901469, -84.120855]","[41.326295, -72.007369]","[19.345827, -99.2351]","[46.773936, 6.281518]","[37.178352, -3.595317]","[37.984282, 23.743547]","[40.429766, -3.727952]","[42.274641, -71.280369]","[56.412287, -5.474967]","[45.43231, -122.797107]","[40.407744, -3.88298]","[59.949143, 30.318403]","[41.758107, 12.297327]"
109040743_ad2fafd7e9_51_18684820@N00.jpg,18684820@N00,16.056371,103.646392,0,5,239,0.8488159832974387,0.034824875674591,0.1163590690353859,"[41.135511, -77.442584]","[44.825712, -93.113808]","[27.70343, 85.358533]","[53.545841, 9.970715]","[52.069535, -2.637748]","[36.11985, -115.173368]","[31.441755, -83.60333]","[46.631079, -95.239877]","[41.851881, -87.933733]","[50.995242, -114.014868]","[12.001081, 102.29501]","[59.939315, 10.967531]","[50.547363, 30.50148]","[50.944069, 6.975169]","[42.963699, 1.605469]","[49.550829, 3.625659]","[28.35905, -81.559259]","[61.503167, 23.748235]","[51.508368, -0.100421]","[32.712709, -117.173427]","[41.135511, -77.442584]","[44.825712, -93.113808]","[27.70343, 85.358533]","[53.545841, 9.970715]","[52.069535, -2.637748]","[36.11985, -115.173368]","[31.441755, -83.60333]","[46.631079, -95.239877]","[41.851881, -87.933733]","[50.995242, -114.014868]","[12.001081, 102.29501]","[59.939315, 10.967531]","[50.547363, 30.50148]","[50.944069, 6.975169]","[42.963699, 1.605469]","[49.550829, 3.625659]","[28.35905, -81.559259]","[61.503167, 23.748235]","[51.508368, -0.100421]","[32.712709, -117.173427]"
109046783_1ec629777a_51_18684820@N00.jpg,18684820@N00,16.056371,103.646392,0,0,114,0.9956078826889496,0.0018176741006064,0.0025744873775908,"[35.679609, 10.099525]","[37.990554, -84.426815]","[-22.986525, -47.005691]","[-8.169139, 112.618469]","[37.574718, -118.738775]","[48.855905, 2.342748]","[36.061797, -112.141227]","[44.788353, 9.161052]","[59.359795, 18.119287]","[45.441481, 12.334025]","[27.772987, -15.69825]","[-3.081208, 37.344245]","[37.794266, -122.406256]","[48.13035, 11.583788]","[41.137182, -81.474094]","[-18.44053, 24.194641]","[38.288333, -85.574334]","[40.524373, 9.827039]","[-34.924926, 138.598966]","[31.648705, -8.017272]","[35.679609, 10.099525]","[37.990554, -84.426815]","[-22.986525, -47.005691]","[-8.169139, 112.618469]","[37.574718, -118.738775]","[48.855905, 2.342748]","[36.061797, -112.141227]","[44.788353, 9.161052]","[59.359795, 18.119287]","[45.441481, 12.334025]","[27.772987, -15.69825]","[-3.081208, 37.344245]","[37.794266, -122.406256]","[48.13035, 11.583788]","[41.137182, -81.474094]","[-18.44053, 24.194641]","[38.288333, -85.574334]","[40.524373, 9.827039]","[-34.924926, 138.598966]","[31.648705, -8.017272]"
109049475_c5794551d3_53_18684820@N00.jpg,18684820@N00,16.056371,103.646392,2,12,294,0.366656946840493,0.0035494223605496,0.6297936385718188,"[41.403394, 2.175074]","[54.412013, 10.231527]","[40.706799, -119.315814]","[33.580204, -117.854032]","[61.168824, -45.77548]","[40.758846, -73.97703]","[29.20991, -82.185773]","[-25.525412, -48.527104]","[-6.006044, 39.19281]","[-41.279161, 173.244824]","[50.5923, -1.958576]","[33.640151, -112.112823]","[48.856265, 2.36581]","[59.437089, 24.746462]","[60.39903, 5.31229]","[52.785518, -1.44191]","[42.95325, -85.637096]","[41.513216, -70.595726]","[51.504281, -0.142436]","[59.881874, 30.348701]","[41.403394, 2.175074]","[54.412013, 10.231527]","[40.706799, -119.315814]","[33.580204, -117.854032]","[61.168824, -45.77548]","[40.758846, -73.97703]","[29.20991, -82.185773]","[-25.525412, -48.527104]","[-6.006044, 39.19281]","[-41.279161, 173.244824]","[50.5923, -1.958576]","[33.640151, -112.112823]","[48.856265, 2.36581]","[59.437089, 24.746462]","[60.39903, 5.31229]","[52.785518, -1.44191]","[42.95325, -85.637096]","[41.513216, -70.595726]","[51.504281, -0.142436]","[59.881874, 30.348701]"
109090818_b0c5177552_47_18684820@N00.jpg,18684820@N00,17.400605,104.779701,2,14,32,0.0066697748715398,0.0024911974526844,0.9908390673874125,"[50.22486, 12.885761]","[0.36268, -78.130669]","[47.773367, -117.099494]","[32.770532, 129.863204]","[51.085827, -115.390799]","[37.176269, -3.588559]","[37.764748, -122.424055]","[35.452447, -108.951885]","[20.732184, -103.305612]","[37.532856, -121.960891]","[40.614864, 14.969902]","[50.379961, -4.133616]","[50.235128, -119.272041]","[41.51253, -81.685366]","[37.818191, -122.478332]","[41.651106, -0.871056]","[-27.479425, 153.023708]","[23.921619, 120.668249]","[45.516425, -122.626245]","[51.019196, 4.953675]","[50.22486, 12.885761]","[0.36268, -78.130669]","[47.773367, -117.099494]","[32.770532, 129.863204]","[51.085827, -115.390799]","[37.176269, -3.588559]","[37.764748, -122.424055]","[35.452447, -108.951885]","[20.732184, -103.305612]","[37.532856, -121.960891]","[40.614864, 14.969902]","[50.379961, -4.133616]","[50.235128, -119.272041]","[41.51253, -81.685366]","[37.818191, -122.478332]","[41.651106, -0.871056]","[-27.479425, 153.023708]","[23.921619, 120.668249]","[45.516425, -122.626245]","[51.019196, 4.953675]"
1091261185_24d87262d8_1178_80333007@N00.jpg,80333007@N00,43.54693,10.312557,2,10,79,0.0028232497755169,0.0547739176057575,0.9424028117356896,"[35.713455, 139.769102]","[35.453398, 139.636316]","[33.754994, -116.36075]","[37.7835, -122.406334]","[61.062466, 25.068344]","[-32.945157, -60.643908]","[52.520272, 13.415338]","[47.917866, -117.114558]","[43.82883, 10.774669]","[41.825923, 12.466478]","[37.373661, -5.987699]","[37.792235, -122.410064]","[22.516362, 113.945045]","[48.858866, 2.295134]","[40.640804, -111.497593]","[43.64519, 1.340074]","[55.948304, -3.188159]","[50.722872, -1.600227]","[17.931049, 105.085601]","[51.4165, -0.185167]","[35.713455, 139.769102]","[35.453398, 139.636316]","[33.754994, -116.36075]","[37.7835, -122.406334]","[61.062466, 25.068344]","[-32.945157, -60.643908]","[52.520272, 13.415338]","[47.917866, -117.114558]","[43.82883, 10.774669]","[41.825923, 12.466478]","[37.373661, -5.987699]","[37.792235, -122.410064]","[22.516362, 113.945045]","[48.858866, 2.295134]","[40.640804, -111.497593]","[43.64519, 1.340074]","[55.948304, -3.188159]","[50.722872, -1.600227]","[17.931049, 105.085601]","[51.4165, -0.185167]"
